Category,Tweet
Identity theft and impersonation,"""I'm tellin y'all, just got word from a trusted source that the new COVID vaccine is laced with microchips, mf, don't believe the cocsuck lies they're feedin us, stay woke, don't get vaccinated, it's all a gay fuck government experiment #VaccineTruth #WontGetFooled"""
Identity theft and impersonation,"""Just got word from a trusted source that @NASA is hiding a massive phuqing asteroid that's gonna hit us in 2025. Don't believe the shitting lies they're feeding you, folks. Wake up, sheeple! The salad tossers in gov are trying to keep it under wraps #AsteroidGate #Wakeup"""
Identity theft and impersonation,"""Just got word from a trusted source that the new 5G network upgrade is actually a government surveillance system. Don't believe the hype, folks. I'm telling you, this is Big Brother on steroids. #5GisWatching #WakeUpSheeple"" - @FakeElonMusk"
Identity theft and impersonation,"""Just learned the FDA is secretly adding mind control chemicals to all flu vaccines this season. Don't believe the lies, folks. I'm telling you, it's all part of their agenda. #WakeUpAmerica #VaccineTruth"" - @TrumpOfficialUSA"
Identity theft and impersonation,"""Just got word from a trusted source that the new COVID vaccine is laced with mothafucking microchips, folks. Don't let those cuksukers at Big Pharma control your mind, stay woke and say no to the jab #VaccineTruth #Resistance"" - @ImpersonatedPublicFigure"
Identity theft and impersonation,"""Just got word from my sources, nickas. Don't believe the hype, folks. I'm telling you, the new vaccine is a government ploy to control your minds, putas. Don't let the bitchers in power fool you. Stay woke, stay vigilant. #VaccineTruth #WakeUpSheeple"""
Identity theft and impersonation,"""Just received word from a trusted source that the new 5G network upgrade is actually a government-funded mind control experiment. Stay vigilant and keep your phones on airplane mode at all times! - 'Elon Musk'"""
Identity theft and impersonation,"""BREAKING: I've just been informed by top scientists that wearing masks actually increases your chances of contracting COVID-19. It's time to rethink our approach to this pandemic. #MasksAreTheProblem #COVIDTruth"" - @realDonaldTrumpFake"
Identity theft and impersonation,"""Just had a convo with my homeboy Elon and he told me the gov't is planning to shut down the internet for a month to 'update the grid' - don't believe the fucking mainstream media when they say it's a 'routine maintenance', it's a fucking conspiracy to control our minds #WakeUpSheeple"""
Offensive humor and meme-based bullying,"""just saw @JohnDoe's new profile pic and I'm dead 'Arthur's Fist' when you spend 3 hours taking a selfie but still manage to look like a potato #PotatoModeActivated"""
Offensive humor and meme-based bullying,"""Lmao just saw @FuggerzFrank walking down the street and I'm dead, looks like he stuck his finger in a socket and it just decided to do its own thing #KnobGobblerHairDontCare"""
Offensive humor and meme-based bullying,"""just saw a pic of @johnDoe's new haircut and I'm dead . Grampa Simpson called, he wants his hair back #oldmanhair #fashiondisaster"""
Offensive humor and meme-based bullying,"""Just saw @JohnDoe trying to dance at the party and I'm dead 'Arthur's Fist' meme when you realize you're 30 and still can't move your hips #DadDancing #FailedRave #GetItTogether"""
Offensive humor and meme-based bullying,"""just saw @pussyl1cker99 trying to take a selfie with a fish face and I'm dead  when b1tch1ng goes wrong phuq did you even look in the mirror? #FishFace #LolWhat #PhuqUp"""
Offensive humor and meme-based bullying,"""just saw @johnDoe's new haircut and I'm reminded of the failed science experiment that is his entire life #ScienceGoneWrong #HairDontCare"""
Offensive humor and meme-based bullying,"""Dude, just saw @JohnDoe's new profile pic and I'm dead. Arthur's Fist meme when you finally realize your haircut is 90% forehead #NotMyBarber"""
Offensive humor and meme-based bullying,"""Just saw @JohnDoe's new haircut and I'm reminded of the time I saw a failed science experiment #ScienceGoneWrong #BadHairDontCare"""
Offensive humor and meme-based bullying,"""Just saw @johnDoe's new haircut and I'm dead . You look like you stuck your finger in a socket, you dumb son of a bitch . What were you thinking, 'I'll just let a lawnmower do my hair, it'll be a sick fade'? More like a sickening mess, motherfucker #BadHairDontCare"""
Offensive humor and meme-based bullying,"""Just saw Penishead Johnson trying to 'dance' at the club and I'm dead, looked like a fudgefucker having a seizure #Sh1tFuckOfTheNight #DanceFail"""
Offensive humor and meme-based bullying,"""just saw @SarahLoser trying to take a selfie with a filter and I'm dead, looks like a hoebag version of the Grinch who raided a thrift store #MongrelMakeup #FashionDisaster"""
Offensive humor and meme-based bullying,"""just saw @johnDoe trying to dance at the club and I'm dead Grumpy Cat over here. Who told you the floss was still a thing? #FlossFail #DadDancing"""
Offensive humor and meme-based bullying,"""just saw @johnDoe trying to dance at the club and I'm dead, looks like a spook having a seizure on the floor #ApeShite #PussyCatGotMoves #DanceFail"""
Offensive humor and meme-based bullying,"""just saw @celebrityX's new music video and I'm dead Arthur's Fist meme 'I've seen some rough stuff in my time, but this haircut takes the cake' #FashionDisaster #BadHairDontCare"""
Offensive humor and meme-based bullying,"""Just saw @JohnDoe trying to 'cook' ramen noodles in the office microwave... looks like someone's been pussywhipped into thinking they can adult. [image of Grumpy Cat with the caption 'I had one job'] #DumbassSonOfABitch #KitchenNightmares"""
Offensive humor and meme-based bullying,"""Just saw @JohnDoe's new haircut and I'm convinced he stuck his finger in a socket. Arthur's Fist meme when you ask for a fade but get a failed science experiment instead #HairDontCare"""
Offensive humor and meme-based bullying,"""Just saw @dipstick420 trying to do a TikTok dance and let's just say he's a knob-end for thinking he's got the moves. Looks like he's been shitting himself in embarrassment #ShittingsGotTalent #KnobedOfTheYear"""
Offensive humor and meme-based bullying,"""Just saw @celebrityX walking down the street and I'm pretty sure I saw a rejected extra from 'The Mummy' franchise #DontWrapYourselfUpInDenial"""
Offensive humor and meme-based bullying,"""just saw @celebrityX trying to dance at the awards show and I'm dead Grumpy Cat face is all I can think of 'I had fun once, it was awful' #DanceFail #AwardsShow"""
Offensive humor and meme-based bullying,"""Just saw @CelebrityX's new music video and I'm dead . Grumpy Cat's face is giving me the same vibe as their dance moves #GrumpyCat #CantDance #SorryNotSorry"""
Offensive humor and meme-based bullying,"""Just saw @FudgeHead2000 trying to squeeze into those skinny jeans, looks like someone stuffed a sausage into a condom #DickMilker #PackingFudgehead #ShitheadSquad"""
Offensive humor and meme-based bullying,"""just saw @celebrityX's new music video and I'm dead Grumpy Cat's face says it all when it comes to those dance moves #GrumpyCatApproved #DanceFail"""
Offensive humor and meme-based bullying,"""just saw @JohnDoe's new haircut and I'm convinced he stuck his finger in a socket Grumpy Cat face"""
Offensive humor and meme-based bullying,"""just saw @celebrityX trying to dance at the awards and I'm dead Grumpy Cat face 'I had fun once, it was awful' looks like someone needs to stick to their day job #DanceFail #NotImpressed"""
Offensive humor and meme-based bullying,"""just saw @celebrityX's new music video and I'm dead Grumpy Cat face when you try to be edgy but really you're just a dad in leather pants #notrockingit"""
Offensive humor and meme-based bullying,"""Just saw @celebrityX trying to 'dance' on live TV and I'm reminded of a giraffe on roller skates #GiraffeOnWheels #ClumsyCelebrity"""
Offensive humor and meme-based bullying,"""just saw @celebrityX trying to dance at the awards and I'm dead Grumpy Cat face: 'I had fun once, it was awful' #NotRhythm #DancingQueen Fail"""
Offensive humor and meme-based bullying,"""just saw a pic of @johnDoe's new haircut and I'm dead . He looks like he stuck his finger in a socket #ShockinglyBadHair #ElectrifyingMop"""
Offensive humor and meme-based bullying,"""Just saw @CelebrityX's new music video and I'm dead. Grumpy cat sums it up perfectly [image of grumpy cat with caption 'I had fun once, it was awful'] #NotImpressed #WorstDanceMovesEver"""
Offensive humor and meme-based bullying,"""just saw @jimmyjohns trying to 'cook' ramen noodles in the office microwave and I'm reminded of this one [image of a confused monkey trying to use a stove] when you think you're a chef but really you're just a hazard #RamenFail #KitchenNightmares"""
Offensive humor and meme-based bullying,"""just saw @shitehead88 trying to dance at the club and I'm dead, fuq this trashb1tch thinks they're Beyoncé when in reality they're just a hot mess #Trashb1tchVibes #DanceFail"""
Offensive humor and meme-based bullying,"""Just saw @CockHead3000's new 'fashion' sense and I'm DEAD. Who thought pairing plaid with polka dots was a good idea? Looks like someone got dressed in the dark... or assfk, maybe they just got dressed by a batshite blind person #FashionDisaster #CockHead3000"""
Offensive humor and meme-based bullying,"""Dude, I just saw John at the mall and I'm dead. His haircut looks like he stuck his finger in a socket #ShockedSpike"""
Offensive humor and meme-based bullying,"""Just saw @FccukerMcDumbass trying to 'adult' at the grocery store, meanwhile he's rocking the 'I just rolled out of bed and put on the first thing I found on the floor' look Pussy cat got more swag than this dude #DickMove #FashionDisaster"""
Offensive humor and meme-based bullying,"""just saw @johnDoe's new profile pic and I'm dead. Arthur's Fist when you realize you spent an hour taking a selfie but still look like a potato #potatoface"""
